RatingID,Symbol,AgencyID,Date,Rating
719,ADM,1,12/3/2014,A
720,MOS,4,11/1/2016,BBB
721,MOS,4,6/15/2012,BBB
722,PPL,1,3/19/2014,BBB
723,PPL,1,12/4/2014,A
724,PPL,1,6/12/2013,BB
725,PPL,1,10/6/2015,BBB
726,KEX,4,6/15/2012,BBB
727,KEX,4,9/22/2015,BBB
728,KEX,2,11/29/2012,BBB
729,BSX,4,6/15/2012,BBB
730,BSX,1,8/16/2013,BB
731,BSX,1,10/28/2014,BB
732,BSX,4,12/7/2016,BBB
733,BSX,1,7/30/2015,BB
734,SPWR,1,9/20/2013,CCC
735,GD,1,5/5/2015,AA
736,GD,1,10/28/2013,A
737,GD,4,11/1/2012,A
738,GD,1,8/4/2015,AA
739,GD,4,8/9/2016,A
740,GD,4,6/15/2012,A
741,HDS,3,4/15/2016,B
742,HDS,3,12/21/2016,B
743,TEN,1,2/4/2015,BBB
744,TEN,1,7/31/2013,BBB
745,TEN,1,10/29/2015,A
746,TEN,3,12/14/2016,BBB
747,BAM,3,9/20/2016,BBB
748,CTAS,1,10/1/2015,A
749,CTAS,1,10/1/2014,A
750,CTAS,1,10/9/2013,A
751,EE,1,11/30/2015,A
752,EE,1,6/13/2014,A
753,EE,1,12/18/2014,A
754,NOC,1,5/12/2014,A
755,NOC,2,5/29/2013,BBB
756,NOC,1,5/11/2015,A
757,NOC,1,9/16/2015,A
758,NOC,4,11/28/2016,BBB
759,TKR,4,8/31/2015,BBB
760,TKR,4,8/13/2014,BBB
761,ANTM,1,8/6/2014,BBB
762,ANTM,1,10/29/2013,BBB
763,EC,3,3/18/2011,BBB
764,EC,3,6/30/2015,BBB
765,EC,3,1/29/2016,BBB
766,EC,3,8/16/2012,BBB
767,EC,4,6/15/2012,BBB
768,EC,4,9/10/2013,BBB
769,CCZ,4,2/17/2016,A
770,CCZ,4,6/15/2012,BBB
771,CCZ,4,2/13/2013,A
772,CCZ,4,8/5/2014,A
773,CCZ,4,7/12/2016,A
